"","County_UD","% Persons with a disability aged 0-14","% Persons with a disability aged 15 - 44","% Persons with a disability aged 25 - 44","% Persons with a disability aged 45 - 64","% Persons with a disability aged 65 Plus"
"520","Cavan",22.9,11.4,8.6,28.6,28.6
"521","Cavan",15.4,0,10.3,33.3,41
"522","Cavan",13.2,10.5,13.2,28.9,34.2
"523","Cavan",6.1,6.1,6.1,21.2,60.6
"524","Cavan",9.5,4.8,14.3,9.5,61.9
"525","Clare",6.3,0,25,25,43.8
"526","Clare",8.3,0,16.7,41.7,33.3
"527","Clare",0,7.7,15.4,34.6,42.3
"528","Clare",10,13.3,26.7,26.7,23.3
"529","Clare",0,0,29.4,11.8,58.8
"530","Clare",13.2,2.6,10.5,28.9,44.7
"531","Clare",6.7,0,33.3,20,40
"532","Clare",6.3,12.5,25,6.3,50
"533","Clare",15.4,0,42.3,38.5,3.8
"534","Clare",9.8,4.9,24.4,29.3,31.7
"535","Clare",16,6,20,50,8
"536","Clare",6.3,4.2,45.8,33.3,10.4
"537","Clare",24.2,3,18.2,30.3,24.2
"538","Clare",19.2,11.5,15.4,19.2,34.6
"539","Clare",13.2,7.9,21.1,10.5,47.4
"540","Clare",2.1,6.4,10.6,27.7,53.2
"541","Clare",20,12,48,12,8
"542","Clare",18.8,9.4,25,28.1,18.8
"543","Clare",4.9,7.3,19.5,36.6,31.7
"544","Clare",8.3,5.6,11.1,47.2,27.8
"545","Clare",0,0,15.3,37.3,47.5
"546","Clare",5.7,9.4,20.8,47.2,17
"547","Clare",2,8,6,14,70
"548","Clare",9.5,4.8,4.8,42.9,38.1
"549","Clare",16.7,5.6,22.2,27.8,27.8
"550","Clare",6.3,12.5,50,25,6.3
"551","Clare",0,10.6,8.5,44.7,36.2
"552","Clare",12.2,10.2,4.1,40.8,32.7
"553","Clare",28.6,5.4,46.4,14.3,5.4
"554","Clare",12.2,14.3,16.3,34.7,22.4
"555","Clare",10.7,3.6,42.9,35.7,7.1
"556","Clare",10,13.3,43.3,20,13.3
"557","Clare",12.1,9.1,30.3,30.3,18.2
"558","Clare",22.5,12.5,17.5,37.5,10
"559","Clare",11.1,5.6,19.4,38.9,25
"560","Clare",19,4.8,14.3,19,42.9
"561","Clare",6.7,3.3,20,16.7,53.3
"562","Clare",13.3,13.3,0,20,53.3
"563","Clare",7.7,17.9,5.1,38.5,30.8
"564","Clare",6.7,6.7,13.3,37.8,35.6
"565","Clare",10.7,7.1,14.3,17.9,50
"566","Clare",17.2,3.4,24.1,27.6,27.6
"567","Clare",14.8,0,14.8,18.5,51.9
"568","Clare",27.3,9.1,9.1,18.2,36.4
"569","Clare",0,92.6,7.4,0,0
"570","Clare",6.9,6.9,13.8,48.3,24.1
"571","Clare",0,67.7,9.7,12.9,9.7
"572","Clare",0,18.2,9.1,27.3,45.5
"573","Clare",0,23.1,38.5,0,38.5
"574","Clare",5.3,10.5,26.3,47.4,10.5
"575","Clare",7.4,3.7,33.3,33.3,22.2
"576","Clare",0,0,16.7,50,33.3
"577","Clare",25,3.1,21.9,31.3,18.8
"578","Clare",3.4,6.9,17.2,37.9,34.5
"579","Clare",3.9,5.9,21.6,33.3,35.3
"580","Clare",7.3,7.3,19.5,39,26.8
"581","Clare",7.4,7.4,18.5,25.9,40.7
"582","Clare",2.7,13.5,27,45.9,10.8
"583","Clare",6.7,0,26.7,20,46.7
"584","Clare",4.2,8.3,16.7,25,45.8
"585","Clare",10,6.7,40,36.7,6.7
"586","Clare",5.6,11.1,38.9,33.3,11.1
"587","Clare",22.2,11.1,22.2,22.2,22.2
"588","Clare",5.6,11.1,22.2,5.6,55.6
"589","Clare",16.1,3.2,16.1,22.6,41.9
"590","Clare",6.9,10.3,6.9,27.6,48.3
"591","Clare",9.1,0,36.4,36.4,18.2
"592","Clare",21.4,7.1,25,32.1,14.3
"593","Clare",14.8,7.4,25.9,14.8,37
"594","Clare",20,20,17.5,37.5,5
"595","Clare",0,15.4,61.5,7.7,15.4
"596","Clare",14.3,7.1,42.9,35.7,0
"597","Clare",13.3,6.7,36.7,36.7,6.7
"598","Clare",13.3,15.6,17.8,37.8,15.6
"599","Clare",20,6,42,16,16
"600","Clare",18.2,4.5,27.3,31.8,18.2
"601","Clare",19.5,12.2,9.8,29.3,29.3
"602","Clare",27.3,12.7,23.6,29.1,7.3
"603","Clare",13.6,6.8,9.1,25,45.5
"604","Clare",7.2,7.2,23.2,40.6,21.7
"605","Clare",6.7,8.9,31.1,37.8,15.6
"606","Clare",7.1,0,14.3,40.5,38.1
"607","Clare",5.8,7.7,25,30.8,30.8
"608","Clare",2.2,15.6,6.7,44.4,31.1
"609","Clare",6.9,6.9,17.2,34.5,34.5
"610","Clare",6.1,12.1,12.1,42.4,27.3
"611","Clare",5,0,20,40,35
"612","Clare",0,2.3,18.6,37.2,41.9
"613","Clare",7.1,28.6,14.3,21.4,28.6
"614","Clare",0,2.9,8.6,54.3,34.3
"615","Clare",2.3,4.7,14,20.9,58.1
"616","Clare",2.9,8.6,20,25.7,42.9
"617","Clare",4,4,8,36,48
"618","Clare",16,4,28,16,36
"619","Clare",10.3,1.7,31,22.4,34.5
"620","Clare",12.5,20.8,20.8,25,20.8
"621","Clare",4.2,8.3,25,29.2,33.3
"622","Clare",20,6.7,26.7,33.3,13.3
"623","Clare",5.3,21.1,47.4,26.3,0
"624","Clare",0,0,11.1,38.9,50
"625","Clare",10.3,6.9,3.4,24.1,55.2
"626","Clare",13,4.3,8.7,43.5,30.4
"627","Clare",13.8,13.8,10.3,20.7,41.4
"628","Clare",20,8,12,20,40
"629","Clare",17.4,13,13,17.4,39.1
"630","Clare",5.9,5.9,35.3,5.9,47.1
"631","Clare",6.7,10,13.3,40,30
"632","Clare",11.1,7.4,7.4,29.6,44.4
"633","Clare",7.7,0,30.8,0,61.5
"634","Clare",10.5,0,5.3,52.6,31.6
"635","Clare",5,2.5,12.5,32.5,47.5
"636","Clare",4.3,8.7,13,30.4,43.5
"637","Clare",12,0,12,28,48
"638","Clare",2.9,5.7,17.1,31.4,42.9
"639","Clare",10,5,30,45,10
"640","Clare",9.5,4.8,23.8,19,42.9
"641","Clare",9.1,4.5,36.4,27.3,22.7
"642","Clare",16.7,0,16.7,27.8,38.9
"643","Clare",4,0,16,32,48
"644","Clare",2.7,2.7,21.6,24.3,48.6
"645","Clare",14.3,7.1,3.6,28.6,46.4
"646","Clare",10.3,10.3,13.8,13.8,51.7
"647","Clare",14.3,9.5,19,23.8,33.3
"648","Clare",7.7,19.2,15.4,23.1,34.6
"649","Clare",5.7,8.6,14.3,28.6,42.9
"650","Clare",6.7,3.3,20,30,40
"651","Clare",7.4,11.1,29.6,11.1,40.7
"652","Clare",4.5,0,22.7,45.5,27.3
"653","Clare",15.8,0,21.1,26.3,36.8
"654","Clare",4.8,12.9,3.2,19.4,59.7
"655","Clare",6.9,13.8,24.1,24.1,31
"656","Clare",9.1,4.5,18.2,25,43.2
"657","Clare",23.8,4.8,4.8,42.9,23.8
"658","Clare",8.3,0,4.2,33.3,54.2
"659","Clare",8.7,4.3,17.4,17.4,52.2
"660","Clare",13,13,13,39.1,21.7
"661","Clare",5,5,0,20,70
"662","Clare",23.3,6.7,20,36.7,13.3
"663","Clare",9.1,9.1,27.3,27.3,27.3
"664","Clare",8.7,0,13,30.4,47.8
"665","Clare",8.3,0,0,33.3,58.3
"666","Clare",0,0,18.8,43.8,37.5
"667","Clare",16.1,3.2,9.7,32.3,38.7
"668","Clare",7.4,3.7,11.1,25.9,51.9
"669","Clare",5.6,2.8,8.3,44.4,38.9
"670","Clare",0,5.9,23.5,41.2,29.4
"671","Clare",7.4,3.7,18.5,29.6,40.7
"672","Clare",13.5,5.4,18.9,29.7,32.4
"673","Clare",11.5,7.7,11.5,26.9,42.3
"674","Clare",11.8,5.9,52.9,29.4,0
"675","Clare",24.2,3,21.2,33.3,18.2
"676","Clare",17.9,17.9,7.1,28.6,28.6
"677","Clare",0,3.6,10.7,32.1,53.6
"678","Clare",12.5,0,18.8,31.3,37.5
"679","Clare",9.5,0,23.8,23.8,42.9
"680","Clare",13.6,6.8,13.6,27.3,38.6
"681","Clare",8.6,8.6,11.4,28.6,42.9
"682","Clare",6.3,3.1,15.6,37.5,37.5
"683","Clare",16.7,25,20.8,33.3,4.2
"684","Clare",8.7,21.7,13,8.7,47.8
"685","Clare",3.8,15.4,15.4,15.4,50
"686","Clare",16.7,8.3,25,12.5,37.5
"687","Clare",6.5,6.5,19.4,22.6,45.2
"688","Clare",11.4,13.6,11.4,38.6,25
"689","Clare",6.7,8.9,6.7,35.6,42.2
"690","Clare",0,0,69.2,30.8,0
"691","Clare",8.7,8.7,17.4,21.7,43.5
"692","Clare",20.8,12.5,16.7,20.8,29.2
"693","Clare",5,0,40,30,25
"694","Clare",17.9,7.7,51.3,10.3,12.8
"695","Clare",15.8,21.1,0,31.6,31.6
"696","Clare",8.3,4.2,25,33.3,29.2
"697","Clare",10.3,0,24.1,44.8,20.7
"698","Clare",8.3,8.3,33.3,16.7,33.3
"699","Clare",40,0,12,40,8
"700","Clare",23.5,5.9,23.5,23.5,23.5
"701","Clare",8.3,11.1,16.7,22.2,41.7
"702","Clare",4.3,13,39.1,21.7,21.7
"703","Clare",14.3,14.3,50,7.1,14.3
"704","Clare",6.3,0,21.9,37.5,34.4
"705","Clare",10,0,33.3,26.7,30
"706","Clare",9.5,14.3,33.3,33.3,9.5
"707","Clare",8.3,4.2,16.7,29.2,41.7
"708","Clare",13.6,27.3,22.7,31.8,4.5
"709","Clare",0,0.8,2.4,4.8,92.1
"710","Clare",27.3,9.1,45.5,18.2,0
"711","Clare",5.6,11.1,50,16.7,16.7
"712","Clare",0,11.5,7.7,46.2,34.6
"713","Clare",3.6,6,4.8,9.6,75.9
"714","Clare",12.5,15,15,20,37.5
"715","Clare",6.3,12.5,0,50,31.3
"716","Clare",25,2.5,12.5,37.5,22.5
"717","Clare",20,3.3,16.7,33.3,26.7
"718","Clare",5.7,1.9,13.2,18.9,60.4
"719","Clare",0,3.8,7.7,30.8,57.7
"720","Clare",0.6,3.2,1.3,13.4,81.5
"721","Clare",14.3,11.9,31,33.3,9.5
"722","Clare",3.7,14.8,14.8,37,29.6
"723","Clare",0,4.4,27.9,22.1,45.6
"724","Clare",19.5,9.8,31.7,26.8,12.2
"725","Clare",6.3,15.6,31.3,28.1,18.8
"726","Clare",22.2,11.1,27.8,22.2,16.7
"727","Clare",9.8,14.6,19.5,26.8,29.3
"728","Clare",16.7,6.7,33.3,36.7,6.7
"729","Clare",15,20,30,15,20
"730","Clare",8,16,16,48,12
"731","Clare",18.8,12.5,25,18.8,25
"732","Clare",6.3,0,6.3,37.5,50
"733","Clare",10.7,7.1,17.9,21.4,42.9
"734","Clare",7,0,11.6,14,67.4
"735","Clare",23.7,7.9,21.1,36.8,10.5
"736","Clare",13.3,13.3,73.3,0,0
"737","Clare",38.9,5.6,27.8,27.8,0
"738","Clare",26.3,0,47.4,15.8,10.5
"739","Clare",0,14.8,25.9,18.5,40.7
"740","Clare",18.8,6.3,43.8,18.8,12.5
"741","Clare",0,0,27.8,38.9,33.3
"742","Clare",22.5,12.5,32.5,27.5,5
"743","Clare",16.7,0,41.7,41.7,0
"744","Clare",14.3,23.8,23.8,19,19
"745","Clare",14.3,9.5,28.6,14.3,33.3
"746","Clare",8.3,12.5,16.7,25,37.5
"747","Clare",2.8,4.2,40.8,32.4,19.7
"748","Clare",36.4,4.5,31.8,18.2,9.1
"749","Clare",13.3,6.7,26.7,36.7,16.7
"750","Clare",7.7,15.4,23.1,46.2,7.7
"751","Clare",7.4,3.7,18.5,51.9,18.5
"752","Clare",13.3,20,13.3,33.3,20
"753","Clare",15.4,0,23.1,46.2,15.4
"754","Clare",17.2,0,62.1,17.2,3.4
"755","Clare",10,13.3,23.3,43.3,10
"756","Clare",8.7,13,21.7,21.7,34.8
"757","Clare",13.6,4.5,22.7,27.3,31.8
"758","Clare",3.7,14.8,51.9,25.9,3.7
"759","Clare",10.3,6.9,13.8,34.5,34.5
"760","Clare",3.9,2,17.6,39.2,37.3
"761","Clare",0,10.5,57.9,26.3,5.3
"762","Clare",5.3,7.9,15.8,31.6,39.5
"763","Clare",13,14.8,16.7,31.5,24.1
"764","Clare",13.5,10.8,35.1,27,13.5
"765","Clare",17.2,15.6,18.8,35.9,12.5
"766","Clare",0,6.4,19.1,31.9,42.6
"767","Clare",5.6,0,16.7,33.3,44.4
"768","Clare",12.5,0,18.8,12.5,56.3
"769","Clare",22.2,0,11.1,38.9,27.8
"770","Clare",6.9,10.3,8.6,20.7,53.4
"771","Clare",13.3,6.7,46.7,26.7,6.7
"772","Clare",4.3,6.5,17.4,41.3,30.4
"773","Clare",16.7,0,33.3,16.7,33.3
"774","Clare",11.4,2.9,22.9,34.3,28.6
"775","Clare",13.8,6.9,10.3,20.7,48.3
"776","Clare",8.7,0,13,43.5,34.8
"777","Clare",3.4,10.3,24.1,17.2,44.8
"778","Clare",5.7,14.3,22.9,37.1,20
"779","Clare",9.3,9.3,16.3,16.3,48.8
"780","Clare",14.3,9.5,28.6,14.3,33.3
"781","Clare",7.1,3.6,25,32.1,32.1
"782","Clare",3.6,7.1,21.4,17.9,50
"783","Clare",4,0,20,28,48
"784","Clare",17.9,10.7,7.1,28.6,35.7
"785","Clare",4.8,14.3,19,33.3,28.6
"786","Clare",7.4,3.7,22.2,22.2,44.4
"787","Clare",16,8,20,32,24
"788","Clare",0,0,12.5,18.8,68.8
"789","Clare",15,0,25,30,30
"790","Clare",30,10,15,15,30
"791","Clare",26.1,4.3,8.7,39.1,21.7
"792","Clare",22.2,11.1,44.4,0,22.2
"793","Clare",0,17.9,14.3,21.4,46.4
"794","Clare",12,4,16,28,40
"795","Clare",6.7,13.3,16.7,36.7,26.7
"796","Clare",7.7,15.4,15.4,15.4,46.2
"797","Clare",0,7.4,14.8,51.9,25.9
"798","Clare",11.5,7.7,7.7,26.9,46.2
"799","Clare",11.4,9.1,15.9,29.5,34.1
"800","Clare",10,0,5,35,50
"801","Clare",20.5,6.8,9.1,43.2,20.5
"802","Clare",10,0,35,15,40
"803","Clare",15.6,6.3,21.9,28.1,28.1
"804","Clare",11.1,11.1,22.2,33.3,22.2
"805","Clare",10.3,10.3,13.8,37.9,27.6
"806","Clare",5.3,0,15.8,15.8,63.2
"807","Clare",5.9,5.9,17.6,26.5,44.1
"808","Clare",5,5,5,25,60
"809","Clare",15.8,5.3,5.3,31.6,42.1
"810","Clare",3.3,16.7,6.7,40,33.3
"811","Clare",23.1,7.7,23.1,46.2,0
"812","Clare",13,6.5,23.9,28.3,28.3
"813","Clare",12.8,10.6,17,38.3,21.3
"814","Clare",0,2.4,11,23.2,63.4
"815","Clare",8.3,0,25,25,41.7
"816","Clare",0,0,13.3,20,66.7
"817","Clare",15.6,6.3,0,40.6,37.5
"818","Clare",0,22.2,16.7,50,11.1
"819","Clare",10.5,5.3,5.3,52.6,26.3
"820","Clare",15.4,0,26.9,3.8,53.8
"821","Clare",10.5,0,36.8,36.8,15.8
"822","Clare",10.5,5.3,10.5,31.6,42.1
"823","Clare",12.5,0,18.8,37.5,31.3
"824","Clare",5.9,0,17.6,23.5,52.9
"825","Clare",4.5,15.9,31.8,27.3,20.5
"826","Clare",0,11.1,13.9,41.7,33.3
"827","Clare",10,10,0,10,70
"828","Clare",20.8,8.3,20.8,25,25
"829","Clare",8.3,0,25,33.3,33.3
"830","Clare",12.1,12.1,15.2,9.1,51.5
"831","Clare",19.2,15.4,0,15.4,50
"832","Clare",7.9,7.9,10.5,15.8,57.9
"833","Clare",0,0,12.5,43.8,43.8
"834","Clare",10.5,5.3,15.8,31.6,36.8
"835","Clare",0,0,13.3,46.7,40
"836","Clare",7.1,7.1,21.4,25,39.3
"837","Clare",23.1,11.5,19.2,30.8,15.4
"838","Clare",8.3,0,16.7,33.3,41.7
"839","Clare",5,0,10,30,55
"840","Clare",5,0,5,30,60
"841","Clare",12.9,9.7,19.4,22.6,35.5
"842","Clare",5.4,8.1,13.5,37.8,35.1
"843","Clare",2.3,11.6,4.7,30.2,51.2
"844","Clare",0,23.5,5.9,29.4,41.2
"845","Clare",14.8,14.8,7.4,25.9,37
"846","Clare",0,5.9,5.9,38.2,50
"847","Clare",8.3,0,25,33.3,33.3
"848","Clare",5,0,10,25,60
"849","Clare",5.6,16.7,11.1,27.8,38.9
"850","Clare",11.4,14.3,20,22.9,31.4
"851","Clare",21.7,8.7,26.1,21.7,21.7
"852","Clare",5,20,10,25,40
"853","Clare",15.8,10.5,15.8,10.5,47.4
"854","Clare",6.3,6.3,28.1,40.6,18.8
"855","Clare",7.1,9.5,23.8,42.9,16.7
"856","Clare",0,4.5,31.8,31.8,31.8
"857","Clare",8.3,4.2,25,20.8,41.7
"858","Clare",13.6,6.8,20.5,40.9,18.2
"859","Clare",3.2,6.3,6.3,25.4,58.7
"860","Clare",0,0,29.2,33.3,37.5
"861","Clare",12.5,6.3,9.4,34.4,37.5
"862","Clare",0,11.8,29.4,29.4,29.4
"863","Clare",0,0,21.4,21.4,57.1
"864","Clare",4.3,2.9,2.9,15.7,74.3
"865","Clare",9.1,12.1,15.2,27.3,36.4
"866","Clare",3,15.2,18.2,33.3,30.3
"867","Clare",1.9,5.6,9.3,50,33.3
"868","Clare",6.9,6.9,24.1,44.8,17.2
"869","Clare",0,3.5,3.5,18.6,74.3
"870","Clare",12.5,15,17.5,15,40
"871","Clare",20.9,14,18.6,16.3,30.2
"872","Clare",15.4,7.7,7.7,23.1,46.2
"873","Clare",11.1,0,27.8,27.8,33.3
"874","Clare",8.8,11.8,17.6,47.1,14.7
"875","Clare",17,8.5,17,36.2,21.3
"876","Clare",12.1,15.2,15.2,33.3,24.2
"877","Clare",7.1,21.4,14.3,35.7,21.4
"878","Clare",15.6,4.4,22.2,40,17.8
"879","Clare",30.8,0,30.8,30.8,7.7
"880","Clare",0,0,10,25,65
"881","Clare",11.1,14.8,14.8,18.5,40.7
"882","Clare",6.9,13.8,3.4,27.6,48.3
"883","Clare",4.8,0,33.3,9.5,52.4
"884","Clare",20.8,20.8,8.3,20.8,29.2
"885","Clare",16,12,4,36,32
"886","Clare",13.5,16.2,10.8,16.2,43.2
"887","Clare",16.7,16.7,16.7,38.9,11.1
"888","Clare",2.8,0,8.3,11.1,77.8
"889","Clare",0,0,0,0,99.9
"890","Clare",0,4.2,33.3,37.5,25
"891","Clare",2.9,8.8,11.8,47.1,29.4
"892","Clare",6.7,17.8,8.9,26.7,40
"893","Clare",13.3,0,16.7,36.7,33.3
"894","Clare",5.3,7.9,18.4,23.7,44.7
"895","Clare",13.6,9.1,13.6,27.3,36.4
"896","Clare",7.1,7.1,25,25,35.7
"897","Clare",20,6.7,33.3,26.7,13.3
"898","Clare",5,0,20,40,35
"899","Clare",5.4,2.7,16.2,29.7,45.9
"900","Clare",17.6,5.9,5.9,35.3,35.3
"901","Clare",7.9,10.5,13.2,18.4,50
"902","Clare",0,9.1,9.1,50,31.8
"903","Clare",25,0,12.5,31.3,31.3
"904","Clare",7.7,0,0,46.2,46.2
"905","Clare",9.1,27.3,9.1,36.4,18.2
"906","Clare",10.7,7.1,7.1,35.7,39.3
"907","Clare",5.3,10.5,5.3,36.8,42.1
"908","Clare",0,0,9.1,0,90.9
"909","Clare",0,6.7,13.3,46.7,33.3
"910","Clare",19.2,7.7,26.9,30.8,15.4
"911","Clare",29.2,20.8,8.3,12.5,29.2
"912","Clare",18.2,0,9.1,18.2,54.5
"913","Clare",20.8,4.2,33.3,29.2,12.5
"914","Clare",8.7,8.7,21.7,56.5,4.3
"915","Clare",12.5,6.3,15.6,34.4,31.3
"916","Clare",0,20,0,60,20
"917","Clare",12.5,18.8,12.5,31.3,25
"918","Clare",7.7,0,7.7,38.5,46.2
"919","Clare",18.2,0,0,18.2,63.6
"920","Clare",0,0,16.7,44.4,38.9
"921","Clare",5,0,20,25,50
"922","Clare",18.2,0,0,36.4,45.5
"923","Clare",3.6,3.6,21.4,28.6,42.9
"924","Clare",5.9,8.8,11.8,29.4,44.1
"925","Clare",25.9,11.1,7.4,14.8,40.7
"926","Clare",4.3,0,8.7,30.4,56.5
"927","Clare",3.9,2,17.6,23.5,52.9
"928","Clare",7.7,7.7,12.8,38.5,33.3
"929","Clare",18.2,9.1,45.5,22.7,4.5
"930","Clare",6.9,1.7,13.8,32.8,44.8
"931","Clare",5.3,21.1,15.8,36.8,21.1
"932","Clare",9.1,4.5,27.3,40.9,18.2
"933","Clare",6.3,6.3,6.3,12.5,68.8
"934","Clare",7.1,0,26.2,38.1,28.6
"935","Clare",8,8,12,40,32
"936","Clare",12.5,6.3,15.6,37.5,28.1
"937","Clare",0,9.1,22.7,22.7,45.5
"938","Clare",7.7,0,7.7,30.8,53.8
"939","Clare",14.3,7.1,7.1,32.1,39.3
"940","Clare",20,0,20,20,40
"941","Clare",11.4,8.6,28.6,31.4,20
"942","Clare",40,0,33.3,13.3,13.3
"943","Clare",27.6,10.3,20.7,13.8,27.6
"944","Clare",4,0,12,24,60
"945","Clare",15.4,7.7,7.7,15.4,53.8
"946","Clare",11.9,4.8,16.7,11.9,54.8
"947","Clare",20,10,40,10,20
"948","Clare",11.1,27.8,5.6,27.8,27.8
"949","Clare",0,9.1,13.6,22.7,54.5
"950","Clare",14.3,7.1,17.9,21.4,39.3
"951","Clare",35,10,30,10,15
"952","Clare",0,7.1,3.6,35.7,53.6
"953","Clare",11.9,11.9,11.9,35.7,28.6
"954","Clare",17.1,5.7,17.1,40,20
"955","Clare",8.6,2.9,20,28.6,40
"956","Clare",8,0,4,32,56
"957","Clare",15.4,7.7,30.8,7.7,38.5
"958","Clare",0,8,4,44,44
"959","Clare",3.6,17.9,21.4,14.3,42.9
"960","Clare",8.7,8.7,6.5,15.2,60.9
"961","Clare",10.8,5.4,18.9,27,37.8
"962","Clare",0,5.3,21.1,36.8,36.8
"963","Clare",12.1,12.1,18.2,48.5,9.1
"964","Clare",5.8,13.5,34.6,40.4,5.8
"965","Clare",15,5,50,15,15
"966","Clare",24.3,5.4,32.4,29.7,8.1
"967","Clare",2.1,4.2,16.7,43.8,33.3
"968","Clare",4.5,0,31.8,45.5,18.2
"969","Clare",10.5,0,5.3,42.1,42.1
"970","Clare",0,0,18.2,45.5,36.4
"971","Clare",14.8,0,14.8,40.7,29.6
"972","Clare",25,6.3,12.5,25,31.3
"973","Clare",16,8,8,28,40
"974","Clare",9.5,4.8,23.8,19,42.9
"975","Clare",7.7,0,11.5,42.3,38.5
"976","Clare",15,10,25,20,30
"977","Clare",10.8,18.9,8.1,35.1,27
"978","Clare",4,4,4,32,56
"979","Clare",25,12.5,31.3,18.8,12.5
"980","Clare",9.5,0,14.3,42.9,33.3
"981","Clare",17.2,6.9,27.6,20.7,27.6
"982","Clare",5,5,30,30,30
"983","Clare",21.4,14.3,21.4,17.9,25
"984","Clare",10,6,16,24,44
"985","Clare",11.1,5.6,5.6,27.8,50
"986","Clare",11.8,0,23.5,29.4,35.3
"987","Clare",30.4,4.3,0,34.8,30.4
"988","Clare",5.6,11.1,5.6,22.2,55.6
"989","Clare",2.7,5.4,24.3,43.2,24.3
"990","Clare",10,10,53.3,6.7,20
"991","Clare",0.7,0,2.8,10.3,86.2
"992","Clare",5.6,5.6,25,38.9,25
"993","Clare",14.5,3.2,25.8,37.1,19.4
"994","Clare",18.1,2.8,27.8,30.6,20.8
"995","Clare",3.6,7.1,32.1,17.9,39.3
"996","Clare",2.7,5.4,16.2,32.4,43.2
"997","Clare",12.1,6.1,21.2,33.3,27.3
"998","Clare",0,5.6,11.1,38.9,44.4
"999","Clare",2.3,2.3,22.7,20.5,52.3
"1000","Clare",0,4.3,13,47.8,34.8
"1001","Clare",12.5,0,29.2,16.7,41.7
"1002","Clare",6.9,6.9,13.8,24.1,48.3
"1003","Clare",5.3,5.3,31.6,13.2,44.7
"1004","Clare",11.1,5.6,27.8,44.4,11.1
"1005","Clare",0,3.4,15.5,19,62.1
"1006","Clare",3.9,2,21.6,33.3,39.2
"1007","Clare",5,15,20,25,35
"1008","Cork County",11.1,11.1,5.6,50,22.2
"1009","Cork County",4.2,4.2,12.5,29.2,50
"1010","Cork County",0,21.4,7.1,28.6,42.9
"1011","Cork County",15,0,0,25,60
"1012","Cork County",37.5,0,6.3,12.5,43.8
"1013","Cork County",14.6,2.1,20.8,16.7,45.8
"1014","Cork County",5,10,5,45,35
"1015","Cork County",0,9.1,9.1,36.4,45.5
"1016","Cork County",25,6.3,12.5,31.3,25
"1017","Cork County",11.8,5.9,23.5,17.6,41.2
"1018","Cork County",0,23.1,0,38.5,38.5
"1019","Cork County",20,5,15,20,40
"1020","Cork County",10.5,0,21.1,31.6,36.8
"1021","Cork County",19.5,9.8,14.6,24.4,31.7
"1022","Cork County",13.2,10.5,10.5,39.5,26.3
"1023","Cork County",8.2,6.1,8.2,20.4,57.1
"1024","Cork County",9.5,9.5,23.8,19,38.1
"1025","Cork County",8,4,28,40,20
"1026","Cork County",8.3,12.5,20.8,29.2,29.2
"1027","Cork County",14.6,4.9,14.6,36.6,29.3
"1028","Cork County",10.8,5.4,27,27,29.7
"1029","Cork County",5.9,0,17.6,41.2,35.3
"1030","Cork County",21.4,0,14.3,14.3,50
"1031","Cork County",0,18.8,6.3,18.8,56.3
"1032","Cork County",15.4,7.7,7.7,30.8,38.5
"1033","Cork County",32.1,3.6,21.4,10.7,32.1
"1034","Cork County",13.6,0,4.5,22.7,59.1
"1035","Cork County",16.1,3.2,9.7,19.4,51.6
"1036","Cork County",9.5,9.5,21.4,16.7,42.9
"1037","Cork County",6.7,13.3,13.3,40,26.7
"1038","Cork County",0,6.7,26.7,46.7,20
"1039","Cork County",18.8,6.3,50,25,0
"1040","Cork County",17.1,7.3,24.4,43.9,7.3
"1041","Cork County",40,20,20,13.3,6.7
"1042","Cork County",37.5,0,25,12.5,25
"1043","Cork County",0,9.7,14.5,32.3,43.5
"1044","Cork County",17.4,10.9,15.2,23.9,32.6
"1045","Cork County",0,8.6,8.6,71.4,11.4
"1046","Cork County",22.7,4.5,40.9,4.5,27.3
"1047","Cork County",11.8,29.4,17.6,35.3,5.9
"1048","Cork County",9.1,0,72.7,18.2,0
"1049","Cork County",33.3,8.3,25,25,8.3
"1050","Cork County",0,2.9,26.5,29.4,41.2
"1051","Cork County",3.2,12.9,25.8,22.6,35.5
"1052","Cork County",10,6.7,6.7,40,36.7
"1053","Cork County",7.9,18.4,7.9,23.7,42.1
"1054","Cork County",16.7,12.5,16.7,50,4.2
"1055","Cork County",0,8.6,20,31.4,40
"1056","Cork County",8.8,8.8,23.5,26.5,32.4
"1057","Cork County",7.9,2.6,23.7,34.2,31.6
"1058","Cork County",2.5,15,25,42.5,15
"1059","Cork County",6.3,3.1,12.5,31.3,46.9
"1060","Cork County",0,9.7,16.1,41.9,32.3
"1061","Cork County",2.9,5.7,17.1,45.7,28.6
"1062","Cork County",9.8,4.9,12.2,39,34.1
"1063","Cork County",9.4,3.1,15.6,31.3,40.6
"1064","Cork County",10,6.7,36.7,20,26.7
"1065","Cork County",10.9,4.3,32.6,28.3,23.9
"1066","Cork County",9.8,7.3,12.2,36.6,34.1
"1067","Cork County",19.2,15.4,19.2,19.2,26.9
"1068","Cork County",4.1,6.1,10.2,20.4,59.2
"1069","Cork County",3.3,10,13.3,30,43.3
"1070","Cork County",25.7,20,17.1,31.4,5.7
"1071","Cork County",12.2,8.2,22.4,36.7,20.4
"1072","Cork County",10.3,10.3,10.3,56.4,12.8
"1073","Cork County",20.7,3.4,17.2,48.3,10.3
"1074","Cork County",16.7,0,58.3,16.7,8.3
"1075","Cork County",0,22.2,22.2,55.6,0
"1076","Cork County",0,0,50,25,25
